brand,model,year,car_detail,url,fipe_price
austin-healey,3000,1965,29-12v-conversivel-gasolina-2p-manual,https://www.webmotors.com.br/tabela-fipe/carros/austin-healey/3000/1965/29-12v-conversivel-gasolina-2p-manual/rj,0
